,%top,ER1,ER2,ER3,ER4,ER5,ER6,ER7,EZ,LMW,LVR1,LVR1+4,LVR1+4/3+6,LVR2,LVR3,LVR3+6,LVR4,LVR5,LVR6,LVR7,LVWhole,RS,Rh source,SStoutR1,SStoutR2,SStoutR3,SStoutR4,Type,VB,boron reagent,equivs boron reagent,ligand,mol% Rh,mol% ligand,solvent,substrate,temp,time,yield
22,1.666666667,-0.01,-0.17,0,-0.01,0,0,-0.17,1,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,0,0,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,170.1226604,OB(C1=C(C(F)(F)F)C=CC=C1)O,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,85
23,2.166666667,-0.01,-0.17,0,-0.01,0,0,-0.17,1,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,0,0,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,160.7102105,COC1=C(B(O)O)C=CC=C1,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,99
24,1.75,-0.01,-0.17,0,-0.01,0,0,-0.17,1,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,0,0,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,160.5647539,OB(C1=CC([N+]([O-])=O)=CC=C1)O,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,99
25,1.25,-0.01,-0.17,0,-0.01,0,0,-0.17,1,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,0,0,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,149.8350664,ClC1=CC=CC(B(O)O)=C1,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,99
26,2,-0.01,-0.17,0,-0.01,0,0,-0.17,1,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,0,0,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,203.8079392,CC(C)(C)C1=CC=C(B(O)O)C=C1,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,99
27,1,-0.01,-0.17,0,-0.01,0,0,-0.17,1,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,0,0,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,207.2340739,OB(C1=CC=C(C2=CC=CC=C2)C=C1)O,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,99
28,1,-0.01,-0.17,0,-0.01,0,0,-0.17,1,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,0,0,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,175.3697368,CC(C1=CC=C(B(O)O)C=C1)=O,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,99
29,0.5,-0.01,-0.17,0,-0.01,0,0,-0.17,1,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,0,0,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,140.6915573,FC1=CC=C(B(O)O)C=C1,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,99
30,1.5,-0.01,-0.17,0,-0.01,0,0,-0.17,1,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,0,0,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,146.7591162,FC1=CC=CC(F)=C1B(O)O,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,77
31,1.75,-0.01,-0.17,0,-0.01,0,0,-0.17,1,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,0,0,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,26.42553764,0,Lam,175.2785624,OB(C1=C2C(C=CC=C2)=CC=C1)O,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC(C)(C)C)=O)OC(C)(C)C,60,1,99
32,1,-0.01,-0.17,0,-0.01,0,0,-0.17,0,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,0,0,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,26.42553764,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3,L3.10,2.5,6,MeOH/CH2Cl2,O=C(/C=C\C(OC(C)(C)C)=O)OC(C)(C)C,60,1,83
33,2.5,-0.01,-0.17,0,-0.01,0,0,-0.17,1,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,0,0,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,26.42553764,0,23.95337594,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,3,L3.10,0.5,1.2,i-PrOH/CH2Cl2,O=C(/C=C/C(OC1=C(C)C=CC=C1C)=O)OC(C)(C)C,60,1,74
34,25,-0.01,-0.17,0,-0.01,0,0,-0.17,1,286.1721507,76.88830503,153.7766101,153.7766101,21.5742147,0,0,76.88830503,0,0,54.84795567,296.7506265,1,[Rh(C2H4)2Cl]2,15.10949251,0,18.83685805,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.10,1.5,3.6,toluene/H2O,CC(C=C1)=CC=C1/C=C/[N+]([O-])=O,50,23,67
35,11.5,-0.03,-0.17,0,-0.03,0,0,-0.17,1,314.2034508,94.18429025,188.3685805,188.3685805,21.5742147,0,0,94.18429025,0,0,54.84795567,331.3425969,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.11,1.5,3.6,dioxane,CC(/C=C/C(C)C)=O,25,1,90
36,23,-0.03,-0.17,0,-0.03,0,0,-0.17,1,314.2034508,94.18429025,188.3685805,188.3685805,21.5742147,0,0,94.18429025,0,0,54.84795567,331.3425969,1,[Rh(C2H4)2Cl]2,15.10949251,0,18.83685805,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.11,1.5,3.6,toluene/H2O,CC(C=C1)=CC=C1/C=C/[N+]([O-])=O,50,23,85
37,11,-0.03,-0.17,0,-0.03,0,0,-0.17,1,398.2973512,146.0722459,292.1444918,292.1444918,21.5742147,0,0,146.0722459,0,0,54.84795567,435.1185083,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.12,1.5,3.6,dioxane,CC(/C=C/C(C)C)=O,25,1,72
38,8.5,0,-0.17,0,0,0,0,-0.17,1,438.234751,149.4983806,298.9967612,298.9967612,21.5742147,0,0,149.4983806,0,0,54.84795567,441.9707776,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.13,1.5,3.6,dioxane,CC(/C=C/C(C)C)=O,25,1,100
39,22.5,0,-0.17,0,0,0,0,-0.17,1,438.234751,149.4983806,298.9967612,298.9967612,21.5742147,0,0,149.4983806,0,0,54.84795567,441.9707776,1,[Rh(C2H4)2Cl]2,15.10949251,0,18.83685805,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.13,1.5,3.6,toluene/H2O,CC(C=C1)=CC=C1/C=C/[N+]([O-])=O,50,23,56
40,3.166666667,0.26,-0.17,0,0.26,0,0,-0.17,0,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2 ,22.51198396,19.43509996,0,0,Lam,151.9199836,CC1=CC=CC=C1B(O)O,2,L3.14,0.25,0.6,EtOH,O=C1C=CCCC1,30,1,99
41,2,0.44,0,0,-0.17,0,0,-0.15,0,366.2558803,212.9041965,234.4784112,234.4784112,0,0,0,21.5742147,0,0,84.57992612,390.9484129,0.5,[Rh(ligand)Cl]2 ,22.51198396,19.43509996,0,0,Lam,239.1895854,OB(O)C1=C(C=CC2=CC=CC=C2)C=CC=C1,2,L3.79,2.5,3,dioxane,O=C1C=CCCC1,70,4,92
42,4,0.26,-0.17,0,0.26,0,0,-0.17,0,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,160.7102105,OB(O)C1=CC=CC=C1OC,2,L3.14,1.5,3.6,EtOH,O=C1C=CCCC1,30,1,95
43,98.5,0.07,0,0,-0.12,-0.17,0,-0.27,0,246.1983655,36.23374097,109.6959113,109.6959113,0,0,0,73.46217037,21.5742147,0,76.07416785,274.95614,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,140.6915573,FC1=CC=CC=C1B(O)O,2,L3.63,1.5,3.3,dioxane,O=C1C=CCCC1,50,1,94
44,2,0,0,0,-0.17,0,0,-0.15,0,220.1827154,64.9564121,86.53062679,86.53062679,0,0,0,21.5742147,0,0,84.57992612,243.0006285,0.5,PI/CB Rh/Ag 9 ,22.51198396,19.43509996,0,0,Lam,149.8350664,ClC1=CC=CC=C1B(O)O,1.5,L3.74,0.75,1,toluene,O=C1C=CCCC1,100,9,99
45,97.5,0,0,0,0,-0.17,0,-0.27,0,268.1827154,0,0,0,0,0,111.4802755,0,21.5742147,111.4802755,76.07416785,281.0187336,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,160.5647539,OB(O)C1=CC=CC([N+]([O-])=O)=C1,2,L3.52,1,2.2,DCM,O=C1C=CCCC1,25,1,93
46,1.75,-0.01,0,0,-0.01,0,0,0,0,258.1408506,76.88830503,153.7766101,153.7766101,0,0,0,76.88830503,0,0,32.69197045,258.3586561,1,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.20,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1,97
47,8.5,-0.03,0,0,-0.03,0,0,0,0,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.158,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1,97
48,3,-0.09,0,0,-0.09,0,0,0,0,394.1156198,112.3869671,224.7739342,224.7739342,0,0,0,112.3869671,0,0,32.69197045,329.3559802,1,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.159,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1,96
49,2.5,-0.08,0,0,-0.08,0,0,0,0,318.1619799,102.9745172,205.9490344,205.9490344,0,0,0,102.9745172,0,0,32.69197045,310.5310804,1,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.160,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1,99
50,9.5,-0.09,0,0,-0.09,0,0,0,0,314.2034508,111.4802755,222.9605509,222.9605509,0,0,0,111.4802755,0,0,32.69197045,327.5425969,1,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.161,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1,99
51,97.5,0,0,-0.16,0,0,-0.16,0,0,144.0939004,0,0,0,0,36.23374097,72.46748195,0,0,36.23374097,20.25598522,163.5535427,0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.6,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,4.5,72
52,97.5,0,0,-0.12,0,0,-0.12,0,0,204.1878008,0,0,0,0,73.46217037,146.9243407,0,0,73.46217037,20.25598522,238.0104015,0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.7,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,5,80
53,97.5,0,0,-0.15,0,0,-0.15,0,0,256.2191009,0,0,0,0,95.69768187,191.3953637,0,0,95.69768187,20.25598522,282.4814245,0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.8,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,16,94
54,98,0,0,-0.09,0,0,-0.09,0,0,272.1565006,0,0,0,0,94.18429025,188.3685805,0,0,94.18429025,20.25598522,279.4546413,0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.9,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1.5,95
55,2.5,0,0,0,-0.17,0,0,-0.15,0,192.1514153,30.36444165,51.93865635,51.93865635,0,0,0,21.5742147,0,0,84.57992612,208.408658,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.73,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1,96
56,0.86,0,0,0,-0.17,0,0,-0.15,0,220.1827154,64.9564121,86.53062679,86.53062679,0,0,0,21.5742147,0,0,84.57992612,243.0006285,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.74,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1,90
57,3,0.01,0,0,-0.17,0,0,-0.15,0,206.1670653,47.66042687,69.23464157,69.23464157,0,0,0,21.5742147,0,0,84.57992612,225.7046432,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.75,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1,88
58,0.4,0,0,0,-0.17,0,0,-0.15,0,234.1983655,82.25239732,103.826612,103.826612,0,0,0,21.5742147,0,0,84.57992612,260.2966137,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.76,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1,90
59,6.75,0.45,0,0,-0.17,0,0,-0.15,0,220.1463299,53.81419488,75.38840957,75.38840957,0,0,0,21.5742147,0,0,84.57992612,231.8584112,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.77,1.5,3.3,dioxane/water ,O=C1CCCC=C1,20,3,93
60,2,0.26,-0.17,0,0.26,0,0,-0.17,1,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.14,1.5,3.6,EtOH,CC(C)\C=C\C(C)=O,30,2,89
61,2,0.26,-0.17,0,0.26,0,0,-0.17,1,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,151.9199836,CC1=CC=CC=C1B(O)O,2,L3.14,1.5,3.6,EtOH,CC(C)\C=C\C(C)=O,30,2,89
62,3.5,0.26,-0.17,0,0.26,0,0,-0.17,1,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,160.7102105,OB(C1=CC=C(OC)C=C1)O,2,L3.14,1.5,3.6,EtOH,CC(C)\C=C\C(C)=O,30,8,99
63,2.5,0.26,-0.17,0,0.26,0,0,-0.17,0,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2,22.51198396,18.72206172,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.14,0.25,0.6,EtOH,O=C1C=CCCCC1,30,1.5,100
64,5.5,0.26,-0.17,0,0.26,0,0,-0.17,0,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2,22.51198396,18.72206172,0,0,Lam,151.9199836,CC1=CC=C(B(O)O)C=C1,2,L3.14,0.25,0.6,EtOH,O=C1C=CCCCC1,30,1.5,100
65,2,0.26,-0.17,0,0.26,0,0,-0.17,0,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2,18.25910483,38.87019992,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.14,0.25,0.6,EtOH,O=C1C=CCCO1,30,2,43
66,5.75,0.26,-0.17,0,0.26,0,0,-0.17,0,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2,18.25910483,38.87019992,0,0,Lam,151.9199836,CC1=CC=C(B(O)O)C=C1,2,L3.14,0.25,0.6,EtOH,O=C1C=CCCO1,30,2,38
67,28,0.26,-0.17,0,0.26,0,0,-0.17,1,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2,15.10949251,0,18.83685805,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.14,1.5,3.6,toluene/H2O,CC(C=C1)=CC=C1/C=C/[N+]([O-])=O,50,23,98
68,4.5,-0.2,-0.17,0,-0.2,0,0,-0.17,1,322.1533071,82.95586398,165.911728,165.911728,21.5742147,0,0,82.95586398,0,0,54.84795567,308.8857444,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.15,1.5,3.6,dioxane,CC(/C=C/C(C)C)=O,25,1,85
69,27.5,-0.2,-0.17,0,-0.2,0,0,-0.17,1,322.1533071,82.95586398,165.911728,165.911728,21.5742147,0,0,82.95586398,0,0,54.84795567,308.8857444,1,[Rh(C2H4)2Cl]2,15.10949251,0,18.83685805,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.15,1.5,3.6,toluene/H2O,CC(C=C1)=CC=C1/C=C/[N+]([O-])=O,50,23,90
70,3.625,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.156,1.5,3.6,dioxane,CC(/C=C/C(C)C)=O,25,1,87
71,1,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,151.9199836,CC1=CC=CC=C1B(O)O,2,L3.156,0.025,0.06,EtOH,CC(C)\C=C\C(C)=O,25,96,68
72,3.25,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,160.7102105,OB(C1=CC=CC(OC)=C1)O,2,L3.156,0.025,0.06,EtOH,CC(C)\C=C\C(C)=O,25,11,86
73,1.5,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,207.2340739,OB(C1=CC=C(C2=CC=CC=C2)C=C1)O,2,L3.156,0.025,0.06,EtOH,CC(C)\C=C\C(C)=O,25,5.5,72
74,2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,170.1226604,OB(C1=CC=C(C(F)(F)F)C=C1)O,2,L3.156,0.025,0.06,EtOH,CC(C)\C=C\C(C)=O,25,50,74
75,2.5,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,175.2785624,OB(C1=CC=CC2=C1C=CC=C2)O,2,L3.156,0.025,0.06,EtOH,CC(C)\C=C\C(C)=O,25,25,77
76,5,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,26.13389888,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.156,0.025,0.06,EtOH,CC(/C=C/C1CCCC1)=O,25,24,94
77,1.4,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,26.13389888,0,Lam,151.9199836,CC1=C(B(O)O)C=CC=C1,2,L3.156,0.025,0.06,EtOH,CC(/C=C/C1CCCC1)=O,25,96,80
78,2.75,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,26.13389888,0,Lam,149.8350664,ClC1=CC=CC(B(O)O)=C1,2,L3.156,0.025,0.06,EtOH,CC(/C=C/C1CCCC1)=O,25,16,99
79,0.3,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,26.13389888,0,Lam,170.1226604,OB(C1=CC=C(C(F)(F)F)C=C1)O,2,L3.156,0.025,0.06,EtOH,CC(/C=C/C1CCCC1)=O,25,72,99
80,11,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,17.16241953,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.156,0.025,0.06,EtOH,CC(/C=C/C1=CC=C(OC)C=C1)=O,25,27,98
81,3,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,16.5911728,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.156,0.025,0.06,EtOH,CC(/C=C/C1=CC=C(F)C=C1)=O,25,16,95
82,1,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,26.42553764,0,21.5742147,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.156,0.025,0.06,EtOH,O=C(/C=C/C)OC(C)(C)C,60,2,81
83,0.5,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,26.42553764,0,19.22207626,0,Lam,160.7102105,COC1=CC=C(B(O)O)C=C1,2,L3.156,0.025,0.06,EtOH,O=C(/C=C/C1=CC=CC=C1)OC(C)(C)C,60,14,99.5
84,2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,26.42553764,0,21.46208822,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.156,0.25,0.6,EtOH,O=C(/C=C/C1=CC=C(Cl)C(Cl)=C1)OC(C)(C)C,60,23,88
85,8.125,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,15.10949251,0,18.83685805,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.156,1.5,3.6,toluene/H2O,CC(C=C1)=CC=C1/C=C/[N+]([O-])=O,50,1.5,85
86,95,0,0,0,0,-0.17,-0.01,-0.27,0,240.1514153,0,0,0,0,0,76.88830503,0,21.5742147,76.88830503,76.07416785,246.4267631,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.40,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,20,90
87,11,-0.03,0,0,-0.03,0,0,0,1,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.158,1.5,3.3,dioxane/H2O,CC(/C=C/C(C)C)=O,30,1,89
88,98,0,0,0,0,-0.17,-0.01,-0.27,0,254.1670653,0,0,0,0,0,94.18429025,0,21.5742147,94.18429025,76.07416785,263.7227483,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.41,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,20,88
89,4,-0.09,0,0,-0.09,0,0,0,1,394.1156198,112.3869671,224.7739342,224.7739342,0,0,0,112.3869671,0,0,32.69197045,329.3559802,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.159,1.5,3.3,dioxane/H2O,CC(/C=C/C(C)C)=O,30,1,90
90,96.5,0,0,0,0,-0.17,0,-0.27,0,268.1463299,0,0,0,0,0,100.3380583,0,21.5742147,100.3380583,76.07416785,269.8765164,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.42,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,20,90
